Frame,Clock,Events,Sex,Note
133150,1:28:46,Enter,M,
133151,1:28:46,Enter,M,
133152,1:28:46,Enter,M,
133153,1:28:46,Enter,M,
133154,1:28:46,Enter,M,
133155,1:28:46,Enter,M,
133156,1:28:46,Enter,M,
133157,1:28:46,Enter,M,
133158,1:28:46,Enter,M,
133159,1:28:46,Enter,M,
133716,1:29:08,Exit,M,
133717,1:29:08,Exit,M,
133718,1:29:08,Exit,M,
133719,1:29:08,Exit,M,
133720,1:29:08,Exit,M,
134827,1:29:53,Fly,,The starling!
134828,1:29:53,Fly,,
134829,1:29:53,Fly,,
134829,1:29:53,Fly,,
134830,1:29:53,Fly,,
134831,1:29:53,Fly,,
138967,1:32:38,Enter,F,
138967,1:32:38,Enter,F,
138968,1:32:38,Enter,F,
138969,1:32:38,Enter,F,
138970,1:32:38,Enter,F,
138970,1:32:38,Enter,F,
138971,1:32:38,Enter,F,
138972,1:32:38,Enter,F,
138973,1:32:38,Enter,F,
138974,1:32:38,Enter,F,
139830,1:33:13,Fly,,
139831,1:33:13,Fly,,
139832,1:33:13,Fly,,
139833,1:33:13,Fly,,
140918,1:33:56,Exit,F,
140919,1:33:56,Exit,F,
140920,1:33:56,Exit,F,
140920,1:33:56,Exit,F,
140921,1:33:56,Exit,F,
140921,1:33:56,Exit,F,
140922,1:33:56,Exit,F,
141044,1:34:01,Enter,M,
141045,1:34:01,Enter,M,
141046,1:34:01,Enter,M,
141047,1:34:01,Enter,M,
141048,1:34:01,Enter,M,
141049,1:34:01,Enter,M,
141049,1:34:01,Enter,M,
141050,1:34:02,Enter,M,
141144,1:34:05,Enter,M,
141145,1:34:05,Enter,M,
141146,1:34:05,Enter,M,
141146,1:34:05,Enter,M,
141147,1:34:05,Enter,M,
141148,1:34:05,Enter,M,
141149,1:34:05,Enter,M,
141214,1:34:08,Enter,M,
141215,1:34:08,Enter,M,
141216,1:34:08,Enter,M,
141217,1:34:08,Enter,M,
141218,1:34:08,Enter,M,
141219,1:34:08,Enter,M,
141220,1:34:08,Enter,M,
141221,1:34:08,Enter,M,
141222,1:34:08,Enter,M,
141223,1:34:08,Enter,M,
141241,1:34:09,Enter,M,
141242,1:34:09,Enter,M,
141463,1:34:18,Exit,M,
141464,1:34:18,Exit,M,
141465,1:34:18,Exit,M,
141466,1:34:18,Exit,M,
141467,1:34:18,Exit,M,
141467,1:34:18,Exit,M,
